50100, 22723, 186
 50102, 2979, 187
 50102, 8441, 187
 50102, 13715, 187
 50102, 13887, 187
 50102, 19313, 187
 50102, 21395, 187
 50104, 9517, 188
 50104, 15225, 188
 50104, 19931, 188
 50104, 21553, 188
 50106, 14395, 187
 50106, 17717, 187
 50108, 4381, 187
 50108, 5627, 187
 50108, 10131, 187
 50108, 18489, 187
 50110, 3619, 187
 50110, 14239, 187
 50110, 22211, 187
 50110, 23549, 187
 50112, 11523, 188
 50112, 13399, 188
 50112, 17859, 188
 50114, 3097, 187
 50114, 4223, 187
 50114, 4605, 187
 50114, 6197, 187
 50114, 6333, 187
 50114, 6645, 187
 50114, 6809, 187
 50114, 8443, 187
 50114, 11075, 187
 50114, 15695, 187
 50114, 17513, 187
 50114, 19233, 187
 50116, 11199, 187
 50116, 13159, 187
 50116, 21401, 187
 50116, 23839, 187
 50118, 3541, 187
 50118, 7753, 187
 50118, 14981, 187
 50118, 18275, 187
 50120, 11525, 187
 50120, 11907, 187
 50120, 13401, 187
 50120, 14399, 187
 50122, 4131, 187
 50122, 7669, 187
 50122, 22733, 187
 50124, 11761, 187
 50124, 13721, 187
 50124, 14243, 187
 50126, 1907, 188
 50126, 5629, 188
 50126, 8445, 188
 50126, 11611, 188
 50126, 15279, 188
 50126, 15859, 188
 50128, 6721, 187
 50128, 19323, 187
 50128, 21135, 187
 50128, 22219, 187
 50130, 2479, 187
 50130, 6335, 187
 50130, 9433, 187
 50132, 10525, 187
 50132, 11079, 187
 50134, 10923, 188
 50134, 11203, 188
 50134, 14403, 188
 50134, 16065, 188
 50134, 17867, 188
 50134, 19467, 188
 50136, 2981, 187
 50136, 4607, 187
 50136, 7945, 187
 50138, 573, 187
 50138, 3621, 187
 50138, 11529, 187
 50138, 13897, 187
 50138, 14987, 187
 50140, 17729, 187
 50140, 18283, 187
 50140, 19243, 187
 50142, 5631, 187
 50142, 13407, 187
 50142, 16905, 187
 50144, 6649, 187
 50144, 7757, 187
 50144, 22743, 187
 50144, 23565, 187
 50146, 3543, 187
 50146, 4133, 187
 50146, 15705, 187
 50148, 7673, 187
 50150, 7241, 187
 50152, 9923, 188
 50152, 15287, 188
 50152, 18735, 188
 50152, 20541, 188
 50154, 4385, 188
 50154, 13169, 188
 50154, 17527, 188
 50154, 19333, 188
 50156, 4609, 188
 50156, 5069, 188
 50156, 19249, 188
 50156, 24793, 188
 50158, 4609, 188
 50158, 6725, 188
 50158, 6815, 188
 50158, 11769, 188
 50158, 14993, 188
 50158, 23859, 188
 50160, 5633, 187
 50160, 24795, 187
 50162, 9925, 187
 50162, 18509, 187
 50164, 6203, 187
 50164, 7243, 187
 50164, 11535, 187
 50164, 24797, 187
 50166, 3623, 188
 50166, 19253, 188
 50166, 21151, 188
 50166, 22753, 188
 50168, 2983, 188
 50168, 17879, 188
 50168, 21423, 188
 50168, 23199, 188
 50168, 24799, 188
 50168, 24817, 188
 50170, 2481, 188
 50170, 2983, 188
 50170, 4135, 188
 50170, 7761, 188
 50170, 10533, 188
 50172, 8267, 187
 50172, 9441, 187
 50172, 9927, 187
 50172, 13415, 187
 50174, 3545, 188
 50174, 6653, 188
 50174, 7677, 188
 50174, 7951, 188
 50174, 13907, 188
 50174, 17741, 188
 50176, 567, 188
 50176, 3545, 188
 50176, 5071, 188
 50176, 7087, 188
 50176, 9175, 188
 50176, 12679, 188
 50176, 24821, 188
 50178, 567, 187
 50178, 2415, 187
 50178, 4611, 187
 50178, 5635, 187
 50178, 7245, 187
 50178, 16905, 187
 50178, 22241, 187
 50178, 22365, 187
 50180, 567, 186
 50180, 6205, 186
 50182, 567, 187
 50182, 9923, 187
 50182, 9929, 187
 50182, 19259, 187
 50182, 21429, 187
 50184, 8269, 187
 50184, 12681, 187
 50184, 16907, 187
 50186, 531, 189
 50186, 567, 189
 50186, 2921, 189
 50186, 4229, 189
 50186, 5357, 189
 50186, 7953, 189
 50186, 10147, 189
 50186, 10887, 189
 50186, 11091, 189
 50186, 11625, 189
 50186, 15401, 189
 50186, 19409, 189
 50188, 7679, 188
 50188, 14261, 188
 50188, 18891, 188
 50188, 24827, 188
 50190, 7089, 187
 50190, 11541, 187
 50190, 16909, 187
 50192, 9925, 186
 50192, 12683, 186
 50194, 531, 189
 50194, 537, 189
 50194, 3221, 189
 50194, 3625, 189
 50194, 4137, 189
 50194, 6905, 189
 50194, 9445, 189
 50194, 11433, 189
 50194, 14617, 189
 50194, 14797, 189
 50194, 17541, 189
 50194, 23211, 189
 50196, 6207, 186
 50196, 21435, 186
 50196, 22249, 186
 50198, 537, 187
 50198, 9179, 187
 50198, 15301, 187
 50200, 4613, 186
 50200, 12685, 186
 50200, 12691, 186
 50202, 537, 187
 50202, 2985, 187
 50202, 9927, 187
 50202, 9933, 187
 50202, 13423, 187
 50202, 14265, 187
 50202, 16547, 187
 50202, 16553, 187
 50202, 16913, 187
 50202, 20193, 187
 50204, 7091, 186
 50204, 9447, 186
 50206, 537, 187
 50206, 561, 187
 50206, 7249, 187
 50206, 10151, 187
 50206, 21597, 187
 50206, 22771, 187
 50208, 561, 186
 50208, 8459, 186
 50208, 12687, 186
 50208, 12693, 186
 50208, 16549, 186
 50208, 16555, 186
 50208, 19269, 186
 50210, 561, 185
 50210, 21441, 185
 50212, 561, 186
 50212, 6209, 186
 50212, 15009, 186
 50212, 20197, 186
 50214, 16551, 185
 50214, 16557, 185
 50214, 22257, 185
 50216, 10153, 186
 50216, 12689, 186
 50216, 14269, 186
 50216, 24829, 186
 50218, 537, 187
 50218, 543, 187
 50218, 7093, 187
 50218, 9079, 187
 50218, 21173, 187
 50220, 8461, 185
 50220, 16559, 185
 50220, 24831, 185
 50222, 543, 185
 50222, 4615, 185
 50222, 20201, 185
 50224, 543, 185
 50224, 21447, 185
 50224, 24833, 185
 50224, 24839, 185
 50226, 543, 185
 50226, 555, 185
 50226, 10155, 185
 50226, 16561, 185
 50226, 16927, 185
 50228, 555, 184
 50228, 24841, 184
 50230, 543, 185
 50230, 549, 185
 50230, 555, 185
 50230, 14273, 185
 50230, 19981, 185
 50232, 549, 184
 50232, 8463, 184
 50232, 16929, 184
 50232, 24843, 184
 50234, 549, 183
 50236, 549, 184
 50236, 10157, 184
 50236, 12421, 184
 50236, 24845, 184
 50238, 549, 185
 50238, 14433, 185
 50238, 16565, 185
 50238, 16931, 185
 50238, 21453, 185
 50240, 6349, 185
 50240, 19985, 185
 50240, 24847, 185
 50242, 549, 187
 50242, 9941, 187
 50242, 11553, 187
 50242, 19367, 187
 50242, 20209, 187
 50242, 23611, 187
 50244, 4617, 185
 50244, 8465, 185
 50244, 12423, 185
 50244, 14277, 185
 50244, 16567, 185
 50244, 24849, 185
 50246, 10159, 185
 50248, 12697, 186
 50248, 13755, 186
 50248, 21615, 186
 50248, 24851, 186
 50250, 11105, 185
 50250, 19989, 185
 50250, 22273, 185
 50250, 22791, 185
 50252, 12425, 185
 50252, 14437, 185
 50252, 15021, 185
 50252, 21459, 185
 50254, 581, 190
 50254, 4967, 190
 50254, 5079, 190
 50254, 8473, 190
 50254, 10167, 190
 50254, 13437, 190
 50254, 17375, 190
 50254, 18543, 190
 50254, 18779, 190
 50254, 20895, 190
 50254, 21953, 190
 50254, 23011, 190
 50256, 6351, 185
 50256, 8467, 185
 50256, 10161, 185
 50258, 14281, 185
 50260, 3551, 186
 50260, 6215, 186
 50260, 7775, 186
 50260, 12427, 186
 50260, 19289, 186
 50260, 19993, 186
 50262, 2419, 187
 50262, 4347, 187
 50262, 6739, 187
 50262, 7257, 187
 50262, 7965, 187
 50262, 9087, 187
 50262, 9945, 187
 50262, 13439, 187
 50262, 16573, 187
 50262, 21621, 187
 50264, 11643, 187
 50264, 12701, 187
 50266, 4619, 186
 50266, 7691, 186
 50266, 10163, 186
 50266, 14441, 186
 50266, 18329, 186
 50266, 21465, 186
 50268, 4143, 186
 50268, 8469, 186
 50268, 11109, 186
 50268, 22281, 186
 50270, 2989, 187
 50270, 13761, 187
 50270, 17775, 187
 50270, 19997, 187
 50272, 6353, 186
 50272, 14285, 186
 50272, 15027, 186
 50272, 22801, 186
 50274, 3261, 189
 50274, 4969, 189
 50274, 5081, 189
 50274, 7265, 189
 50274, 10171, 189
 50274, 15513, 189
 50274, 16577, 189
 50274, 20591, 189
 50276, 3107, 187
 50276, 3631, 187
 50276, 6217, 187
 50276, 6831, 187
 50276, 7259, 187
 50276, 10165, 187
 50276, 18551, 187
 50276, 23627, 187
 50278, 9461, 190
 50278, 9791, 190
 50278, 12425, 190
 50278, 12437, 190
 50278, 15675, 190
 50278, 20905, 190
 50280, 4237, 187
 50280, 6667, 187
 50280, 8471, 187
 50280, 14445, 187
 50280, 15747, 187
 50280, 17571, 187
 50280, 21471, 187
 50280, 23917, 187
 50282, 8907, 189
 50282, 9949, 189
 50282, 19091, 189
 50284, 1913, 188
 50284, 9091, 188
 50284, 15909, 188
 50284, 20595, 188
 50286, 5647, 187
 50286, 7779, 187
 50286, 10167, 187
 50286, 11113, 187
 50286, 11237, 187
 50286, 11799, 187
 50286, 14289, 187
 50286, 19299, 187
 50286, 22289, 187
 50288, 3553, 187
 50288, 4621, 187
 50288, 6355, 187
 50288, 18337, 187
 50290, 7261, 188
 50290, 11649, 188
 50290, 15329, 188
 50290, 20741, 188
 50292, 2487, 187
 50292, 4145, 187
 50292, 6219, 187
 50292, 6743, 187
 50292, 7695, 187
 50292, 8473, 187
 50292, 13447, 187
 50292, 13767, 187
 50292, 15033, 187
 50294, 10559, 187
 50294, 11565, 187
 50294, 14449, 187
 50294, 19387, 187
 50294, 21205, 187
 50294, 21477, 187
 50294, 22811, 187
 50296, 2543, 188
 50296, 5083, 188
 50296, 10169, 188
 50296, 12093, 188
 50298, 2543, 191
 50298, 5369, 191
 50298, 18559, 191
 50298, 19097, 191
 50300, 7971, 187
 50300, 9465, 187
 50300, 14293, 187
 50302, 2421, 189
 50302, 5323, 189
 50302, 5649, 189
 50302, 12431, 189
 50302, 18791, 189
 50304, 2991, 187
 50304, 3633, 187
 50304, 6357, 187
 50304, 11117, 187
 50304, 13943, 187
 50304, 17787, 187
 50304, 22297, 187
 50306, 4525, 189
 50306, 5223, 189
 50306, 5525, 189
 50306, 6537, 189
 50306, 8295, 189
 50306, 9095, 189
 50306, 10171, 189
 50306, 10913, 189
 50306, 13667, 189
 50306, 14107, 189
 50306, 17393, 189
 50306, 20229, 189
 50308, 3109, 188
 50308, 4351, 188
 50308, 6221, 188
 50308, 11459, 188
 50308, 14453, 188
 50308, 15287, 188
 50308, 17929, 188
 50308, 21483, 188
 50310, 4623, 187
 50310, 6671, 187
 50310, 18345, 187
 50310, 23643, 187
 50312, 7783, 187
 50312, 15039, 187
 50312, 15757, 187
 50312, 19309, 187
 50314, 575, 188
 50314, 4399, 188
 50314, 5085, 188
 50314, 13211, 188
 50314, 13453, 188
 50314, 13773, 188
 50314, 14297, 188
 50314, 16963, 188
 50314, 17931, 188
 50314, 18565, 188
 50316, 3555, 187
 50316, 4147, 187
 50316, 22821, 187
 50318, 7699, 187
 50320, 5651, 188
 50320, 6359, 188
 50320, 6837, 188
 50320, 11571, 188
 50320, 11807, 188
 50320, 16965, 188
 50320, 17585, 188
 50320, 19397, 188
 50322, 6747, 188
 50322, 11121, 188
 50322, 11955, 188
 50322, 13455, 188
 50322, 22305, 188
 50322, 23937, 188
 50324, 1957, 189
 50324, 2929, 189
 50324, 6223, 189
 50324, 20755, 189
 50326, 2929, 189
 50326, 6223, 189
 50326, 16967, 189
 50326, 17587, 189
 50326, 20237, 189
 50326, 22431, 189
 50328, 4241, 189
 50328, 4527, 189
 50328, 8479, 189
 50328, 13673, 189
 50328, 14301, 189
 50328, 18015, 189
 50328, 19315, 189
 50328, 20613, 189
 50328, 23273, 189
 50330, 7267, 188
 50330, 8299, 188
 50330, 18571, 188
 50330, 19543, 188
 50332, 2489, 188
 50332, 3635, 188
 50332, 4625, 188
 50332, 9471, 188
 50332, 10567, 188
 50332, 15045, 188
 50332, 18353, 188
 50332, 21221, 188
 50334, 5087, 188
 50334, 24881, 188
 50336, 1915, 189
 50336, 2545, 189
 50336, 2993, 189
 50336, 3265, 189
 50336, 5087, 189
 50336, 6361, 189
 50336, 10967, 189
 50336, 13779, 189
 50336, 15343, 189
 50336, 15447, 189
 50336, 17939, 189
 50336, 20241, 189
 50336, 21495, 189
 50336, 22311, 189
 50338, 5653, 187
 50338, 11575, 187
 50338, 24883, 187
 50340, 4149, 188
 50340, 6675, 188
 50340, 13953, 188
 50342, 6225, 188
 50342, 8295, 188
 50342, 8301, 188
 50342, 9473, 188
 50342, 17941, 188
 50342, 24885, 188
